! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Tuesday, 11 July 2023 06:21:01
! NAME Agilent Technologies
! MODEL N9914A
! SERIAL MY53102487
! FIRMWARE_VERSION A.07.26
! CORRECTION 
! Trace TIMESTAMP: 2023-07-11 06:21:00Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Seconds Since Last Read: 0
! CHECKSUM 1673331159
! DATA Freq,SA Max Hold,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
4100000000,-69.9702137801155,0,0,0
4100400000,-68.0024571620359,0,0,0
4100800000,-69.7234384300984,0,0,0
4101200000,-69.4405683270455,0,0,0
4101600000,-68.8643991517708,0,0,0
4102000000,-67.7018028081684,0,0,0
4102400000,-68.6786921587584,0,0,0
4102800000,-68.3135611333957,0,0,0
4103200000,-67.8507364470007,0,0,0
4103600000,-69.0174456001704,0,0,0
4104000000,-68.4396519789166,0,0,0
4104400000,-68.0208531791928,0,0,0
4104800000,-69.8679976029198,0,0,0
4105200000,-67.9661546378182,0,0,0
4105600000,-68.0891132002108,0,0,0
4106000000,-69.2295312010258,0,0,0
4106400000,-70.0515080682297,0,0,0
4106800000,-69.2025703780182,0,0,0
4107200000,-68.921703191097,0,0,0
4107600000,-68.3646226514736,0,0,0
4108000000,-67.2129303067473,0,0,0
4108400000,-67.0268221264508,0,0,0
4108800000,-67.9153484195925,0,0,0
4109200000,-68.9228238323552,0,0,0
4109600000,-68.9492519494277,0,0,0
4110000000,-69.1051653291746,0,0,0
4110400000,-68.4670521357602,0,0,0
4110800000,-67.8173832173312,0,0,0
4111200000,-68.5852846753618,0,0,0
4111600000,-68.3763668703589,0,0,0
4112000000,-69.0322265621496,0,0,0
4112400000,-68.4514265576611,0,0,0
4112800000,-67.7309775249029,0,0,0
4113200000,-67.6799845076944,0,0,0
4113600000,-67.3947627704895,0,0,0
4114000000,-67.6681496046669,0,0,0
4114400000,-71.149131187895,0,0,0
4114800000,-68.8302758381111,0,0,0
4115200000,-68.251921874451,0,0,0
4115600000,-67.8009873139499,0,0,0
4116000000,-69.6090328267684,0,0,0
4116400000,-67.3179835179964,0,0,0
4116800000,-68.6423636908638,0,0,0
4117200000,-68.0697575487529,0,0,0
4117600000,-68.1019961100383,0,0,0
4118000000,-68.2891126287002,0,0,0
4118400000,-68.9025124944137,0,0,0
4118800000,-66.6983189211128,0,0,0
4119200000,-67.8202026095893,0,0,0
4119600000,-68.7977406033994,0,0,0
4120000000,-69.7132543993922,0,0,0
4120400000,-67.9390777309563,0,0,0
4120800000,-68.0422711307016,0,0,0
4121200000,-68.1642163624314,0,0,0
4121600000,-67.4054665314976,0,0,0
4122000000,-67.6411257110283,0,0,0
4122400000,-69.0842562409277,0,0,0
4122800000,-68.950631678074,0,0,0
4123200000,-68.3261277202645,0,0,0
4123600000,-68.7104785095135,0,0,0
4124000000,-69.2231876037167,0,0,0
4124400000,-68.7607546820421,0,0,0
4124800000,-68.9921327335757,0,0,0
4125200000,-68.9569691975908,0,0,0
4125600000,-68.4344269156744,0,0,0
4126000000,-68.3702876666011,0,0,0
4126400000,-68.2356035665281,0,0,0
4126800000,-69.9208847274903,0,0,0
4127200000,-69.9991045050593,0,0,0
4127600000,-68.1070484856559,0,0,0
4128000000,-69.0704447476397,0,0,0
4128400000,-68.3772416503969,0,0,0
